# Scenario Kshort
# 1,2,3,4,5,61,2,3,4,5,61,2,3,4,5,61,2,3,4,5,61,2,3,4,5,61,2,3,4,5,6
# Xs, Xs, Xs, Xs, Xs, Xs, Ys, Ys, Ys, Ys, Ys, Ys, Vs, Vs, Vs, Vs, Vs, Vs, betafit, betafit, betafit, betafit, betafit, betafit, 
# 
20.0 20.0 20.0 20.0 20.0 20.0 55.0 55.0 55.0 55.0 55.0 55.0 400.0 400.0 400.0 400.0 400.0 400.0 1.47e+01 1.05e+01 1.17e+01 1.50e+01 1.32e+01 8.60e+00
25.0 25.0 25.0 25.0 25.0 25.0 55.0 55.0 55.0 55.0 55.0 55.0 500.0 500.0 500.0 500.0 500.0 500.0 1.41e+01 1.04e+01 1.32e+01 1.62e+01 1.33e+01 9.02e+00
35.0 35.0 35.0 35.0 35.0 35.0 55.0 55.0 55.0 55.0 55.0 55.0 700.0 700.0 700.0 222.0 700.0 700.0 1.33e+01 1.29e+01 1.44e+01 5.50e+00 1.19e+01 1.03e+01
45.0 45.0 45.0 45.0 45.0 45.0 55.0 55.0 55.0 55.0 55.0 55.0 900.0 900.0 900.0 900.0 900.0 900.0 1.52e+01 1.34e+01 1.48e+01 1.50e+01 1.14e+01 9.58e+00
55.0 55.0 55.0 55.0 55.0 55.0 55.0 55.0 55.0 55.0 55.0 55.0 1100.0 1100.0 1100.0 1100.0 1100.0 1100.0 1.43e+01 1.15e+01 1.46e+01 1.34e+01 1.22e+01 9.95e+00
65.0 65.0 65.0 65.0 65.0 65.0 55.0 55.0 55.0 55.0 55.0 55.0 1300.0 1300.0 1300.0 1300.0 1300.0 1300.0 1.46e+01 1.23e+01 1.27e+01 1.28e+01 1.14e+01 1.05e+01
75.0 75.0 75.0 75.0 75.0 75.0 55.0 55.0 55.0 55.0 55.0 55.0 475.8 348.0 475.8 475.8 475.8 475.8 4.25e+00 2.82e+00 4.18e+00 3.87e+00 3.83e+00 3.45e+00
85.0 85.0 85.0 85.0 85.0 85.0 55.0 55.0 55.0 55.0 55.0 55.0 249.9 208.8 249.9 249.9 249.9 249.9 1.88e+00 1.46e+00 1.97e+00 1.94e+00 1.63e+00 1.66e+00
95.0 95.0 95.0 95.0 95.0 95.0 55.0 55.0 55.0 55.0 55.0 55.0 133.7 119.4 133.7 133.7 133.7 151.1 9.66e-01 7.36e-01 9.28e-01 1.09e+00 8.03e-01 8.78e-01
105.0 105.0 105.0 105.0 105.0 105.0 55.0 55.0 55.0 55.0 55.0 55.0 88.8 74.6 97.3 97.3 97.3 97.3 5.93e-01 4.25e-01 5.83e-01 6.15e-01 5.95e-01 5.30e-01
115.0 115.0 115.0 115.0 115.0 115.0 55.0 55.0 55.0 55.0 55.0 55.0 69.6 64.4 25.5 75.3 75.3 89.0 4.22e-01 3.37e-01 1.00e+00 4.54e-01 3.68e-01 4.34e-01
125.0 125.0 125.0 125.0 125.0 125.0 55.0 55.0 55.0 55.0 55.0 55.0 60.3 56.2 60.3 2.6 64.9 64.9 3.29e-01 2.68e-01 3.23e-01 1.00e+00 2.91e-01 2.99e-01
150.0 150.0 150.0 150.0 150.0 150.0 55.0 55.0 55.0 55.0 55.0 55.0 45.2 40.4 45.2 51.4 42.7 48.1 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
175.0 175.0 175.0 175.0 175.0 175.0 55.0 55.0 55.0 55.0 55.0 55.0 29.6 26.1 35.6 37.1 27.7 31.7 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
200.0 200.0 200.0 200.0 200.0 200.0 55.0 55.0 55.0 55.0 55.0 55.0 17.1 14.8 21.5 20.6 16.2 20.2 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
225.0 225.0 225.0 225.0 225.0 225.0 55.0 55.0 55.0 55.0 55.0 55.0 11.3 10.2 16.6 12.8 11.8 2.4 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
250.0 250.0 250.0 250.0 250.0 250.0 55.0 55.0 55.0 55.0 55.0 55.0 8.6 8.0 12.1 9.5 8.6 10.0 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
275.0 275.0 275.0 275.0 275.0 275.0 55.0 55.0 55.0 55.0 55.0 55.0 6.9 6.8 8.5 7.7 7.3 7.7 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
300.0 300.0 300.0 300.0 300.0 300.0 55.0 55.0 55.0 55.0 55.0 55.0 6.1 6.0 7.1 6.3 6.3 7.4 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
5.0 5.0 5.0 5.0 5.0 5.0 65.0 65.0 65.0 65.0 65.0 65.0 100.0 100.0 100.0 100.0 100.0 100.0 1.48e+01 8.50e+00 9.39e+00 1.76e+01 1.09e+01 1.70e+01
10.0 10.0 10.0 10.0 10.0 10.0 65.0 65.0 65.0 65.0 65.0 65.0 200.0 200.0 200.0 200.0 200.0 200.0 1.32e+01 1.76e+01 6.39e+00 7.75e+00 1.33e+01 1.05e+01
15.0 15.0 15.0 15.0 15.0 15.0 65.0 65.0 65.0 65.0 65.0 65.0 300.0 300.0 300.0 300.0 300.0 300.0 1.42e+01 1.69e+01 7.30e+00 8.66e+00 1.19e+01 1.08e+01
20.0 20.0 20.0 20.0 20.0 20.0 65.0 65.0 65.0 65.0 65.0 65.0 400.0 400.0 400.0 400.0 400.0 400.0 1.29e+01 1.52e+01 9.59e+00 9.74e+00 1.46e+01 1.24e+01
25.0 25.0 25.0 25.0 25.0 25.0 65.0 65.0 65.0 65.0 65.0 65.0 500.0 500.0 500.0 500.0 500.0 500.0 1.41e+01 1.32e+01 1.09e+01 9.14e+00 1.38e+01 1.29e+01
35.0 35.0 35.0 35.0 35.0 35.0 65.0 65.0 65.0 65.0 65.0 65.0 700.0 700.0 700.0 700.0 700.0 700.0 1.23e+01 1.21e+01 1.29e+01 1.31e+01 1.40e+01 1.52e+01
45.0 45.0 45.0 45.0 45.0 45.0 65.0 65.0 65.0 65.0 65.0 65.0 900.0 900.0 900.0 900.0 900.0 900.0 1.13e+01 1.22e+01 1.04e+01 1.04e+01 1.57e+01 1.42e+01
55.0 55.0 55.0 55.0 55.0 55.0 65.0 65.0 65.0 65.0 65.0 65.0 1100.0 1100.0 1100.0 1100.0 1100.0 1100.0 1.20e+01 1.24e+01 1.26e+01 1.09e+01 1.42e+01 1.18e+01
65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 1300.0 1300.0 1300.0 1300.0 1300.0 1300.0 1.23e+01 1.13e+01 1.11e+01 1.15e+01 1.28e+01 1.24e+01
75.0 75.0 75.0 75.0 75.0 75.0 65.0 65.0 65.0 65.0 65.0 65.0 475.8 475.8 475.8 475.8 348.0 475.8 3.85e+00 3.62e+00 3.39e+00 3.67e+00 3.13e+00 3.73e+00
85.0 85.0 85.0 85.0 85.0 85.0 65.0 65.0 65.0 65.0 65.0 65.0 249.9 208.8 249.9 249.9 208.8 249.9 1.70e+00 1.49e+00 1.58e+00 1.74e+00 1.60e+00 1.76e+00
95.0 95.0 95.0 95.0 95.0 95.0 65.0 65.0 65.0 65.0 65.0 65.0 133.7 119.4 133.7 133.7 119.4 133.7 8.67e-01 7.64e-01 7.67e-01 8.66e-01 8.57e-01 8.10e-01
105.0 105.0 105.0 105.0 105.0 105.0 65.0 65.0 65.0 65.0 65.0 65.0 97.3 81.3 88.8 97.3 88.8 97.3 5.45e-01 4.79e-01 4.61e-01 5.28e-01 5.17e-01 5.96e-01
115.0 115.0 115.0 115.0 115.0 115.0 65.0 65.0 65.0 65.0 65.0 65.0 75.3 59.7 75.3 75.3 69.6 81.8 3.81e-01 3.49e-01 3.48e-01 4.01e-01 3.65e-01 4.48e-01
125.0 125.0 125.0 125.0 125.0 125.0 65.0 65.0 65.0 65.0 65.0 65.0 64.9 52.4 60.3 60.3 60.3 64.9 3.14e-01 2.75e-01 2.65e-01 3.21e-01 2.89e-01 3.25e-01
150.0 150.0 150.0 150.0 150.0 150.0 65.0 65.0 65.0 65.0 65.0 65.0 42.7 33.2 45.2 45.2 40.4 4.1 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
175.0 175.0 175.0 175.0 175.0 175.0 65.0 65.0 65.0 65.0 65.0 65.0 27.7 27.7 31.7 34.2 25.3 32.9 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
200.0 200.0 200.0 200.0 200.0 200.0 65.0 65.0 65.0 65.0 65.0 65.0 17.1 17.4 18.3 21.5 16.0 19.0 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
225.0 225.0 225.0 225.0 225.0 225.0 65.0 65.0 65.0 65.0 65.0 65.0 11.9 11.5 12.4 13.8 10.8 13.0 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
250.0 250.0 250.0 250.0 250.0 250.0 65.0 65.0 65.0 65.0 65.0 65.0 8.5 8.7 10.7 9.8 8.4 9.4 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
275.0 275.0 275.0 275.0 275.0 275.0 65.0 65.0 65.0 65.0 65.0 65.0 7.2 7.3 8.5 7.7 7.0 7.7 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
300.0 300.0 300.0 300.0 300.0 300.0 65.0 65.0 65.0 65.0 65.0 65.0 6.1 6.1 7.4 6.3 6.0 6.8 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
5.0 5.0 5.0 5.0 5.0 5.0 75.0 75.0 75.0 75.0 75.0 75.0 100.0 100.0 100.0 100.0 100.0 100.0 2.10e+01 3.43e+01 1.92e+01 7.31e+00 1.48e+01 3.28e+01
10.0 10.0 10.0 10.0 10.0 10.0 75.0 75.0 75.0 75.0 75.0 75.0 200.0 200.0 200.0 200.0 200.0 200.0 1.81e+01 1.62e+01 1.29e+01 1.06e+01 1.97e+01 8.93e+00
15.0 15.0 15.0 15.0 15.0 15.0 75.0 75.0 75.0 75.0 75.0 75.0 300.0 300.0 300.0 300.0 300.0 300.0 8.81e+00 1.38e+01 1.26e+01 9.60e+00 1.26e+01 8.88e+00
20.0 20.0 20.0 20.0 20.0 20.0 75.0 75.0 75.0 75.0 75.0 75.0 400.0 400.0 400.0 400.0 400.0 400.0 9.29e+00 1.50e+01 1.42e+01 1.07e+01 1.66e+01 8.98e+00
25.0 25.0 25.0 25.0 25.0 25.0 75.0 75.0 75.0 75.0 75.0 75.0 500.0 28.2 500.0 500.0 500.0 500.0 1.23e+01 8.68e-01 1.06e+01 1.13e+01 1.55e+01 9.57e+00
35.0 35.0 35.0 35.0 35.0 35.0 75.0 75.0 75.0 75.0 75.0 75.0 700.0 700.0 700.0 700.0 700.0 700.0 9.50e+00 1.12e+01 1.05e+01 1.31e+01 1.30e+01 9.73e+00
45.0 45.0 45.0 45.0 45.0 45.0 75.0 75.0 75.0 75.0 75.0 75.0 900.0 900.0 900.0 900.0 900.0 900.0 1.04e+01 1.20e+01 1.08e+01 1.14e+01 1.27e+01 1.05e+01
55.0 55.0 55.0 55.0 55.0 55.0 75.0 75.0 75.0 75.0 75.0 75.0 1100.0 348.9 1100.0 1100.0 1100.0 1100.0 1.17e+01 3.92e+00 1.22e+01 1.13e+01 1.15e+01 1.04e+01
65.0 65.0 65.0 65.0 65.0 65.0 75.0 75.0 75.0 75.0 75.0 75.0 1300.0 1300.0 1300.0 1300.0 1300.0 1300.0 1.12e+01 1.16e+01 1.43e+01 1.19e+01 1.45e+01 1.07e+01
75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 731.7 475.8 348.0 475.8 348.0 475.8 5.28e+00 3.93e+00 3.19e+00 3.58e+00 3.03e+00 3.40e+00
85.0 85.0 85.0 85.0 85.0 85.0 75.0 75.0 75.0 75.0 75.0 75.0 307.7 178.0 208.8 249.9 178.0 208.8 1.92e+00 1.26e+00 1.62e+00 1.68e+00 1.30e+00 1.37e+00
95.0 95.0 95.0 95.0 95.0 95.0 75.0 75.0 75.0 75.0 75.0 75.0 151.1 119.4 107.3 133.7 133.7 119.4 8.85e-01 7.58e-01 8.18e-01 8.14e-01 8.60e-01 7.47e-01
105.0 105.0 105.0 105.0 105.0 105.0 75.0 75.0 75.0 75.0 75.0 75.0 97.3 81.3 81.3 88.8 88.8 97.3 5.41e-01 4.48e-01 5.10e-01 5.23e-01 5.03e-01 5.44e-01
115.0 115.0 115.0 115.0 115.0 115.0 75.0 75.0 75.0 75.0 75.0 75.0 75.3 64.4 15.7 75.3 69.6 81.8 4.19e-01 3.32e-01 1.00e+00 3.89e-01 3.46e-01 4.06e-01
125.0 125.0 125.0 125.0 125.0 125.0 75.0 75.0 75.0 75.0 75.0 75.0 60.3 52.4 56.2 60.3 60.3 70.0 3.10e-01 2.57e-01 3.13e-01 2.88e-01 2.78e-01 3.07e-01
150.0 150.0 150.0 150.0 150.0 150.0 75.0 75.0 75.0 75.0 75.0 75.0 42.7 38.3 42.7 42.7 45.2 42.7 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
175.0 175.0 175.0 175.0 175.0 175.0 75.0 75.0 75.0 75.0 75.0 75.0 29.6 2.1 34.2 26.9 28.6 28.6 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
200.0 200.0 200.0 200.0 200.0 200.0 75.0 75.0 75.0 75.0 75.0 75.0 16.8 16.0 22.4 18.0 15.7 17.7 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
225.0 225.0 225.0 225.0 225.0 225.0 75.0 75.0 75.0 75.0 75.0 75.0 11.4 11.5 15.5 13.8 11.1 11.6 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
250.0 250.0 250.0 250.0 250.0 250.0 75.0 75.0 75.0 75.0 75.0 75.0 8.8 8.7 10.8 10.1 8.4 9.6 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
275.0 275.0 275.0 275.0 275.0 275.0 75.0 75.0 75.0 75.0 75.0 75.0 7.4 7.0 8.4 8.3 7.0 7.3 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
300.0 300.0 300.0 300.0 300.0 300.0 75.0 75.0 75.0 75.0 75.0 75.0 6.4 6.0 7.2 2.4 5.8 6.3 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
5.0 5.0 5.0 5.0 5.0 5.0 85.0 85.0 85.0 85.0 85.0 85.0 100.0 100.0 100.0 100.0 100.0 100.0 1.08e+01 1.70e+01 8.33e+00 8.91e+00 1.98e+01 1.48e+01
10.0 10.0 10.0 10.0 10.0 10.0 85.0 85.0 85.0 85.0 85.0 85.0 200.0 200.0 200.0 200.0 200.0 200.0 9.49e+00 1.24e+01 1.44e+01 1.36e+01 2.02e+01 8.04e+00
15.0 15.0 15.0 15.0 15.0 15.0 85.0 85.0 85.0 85.0 85.0 85.0 300.0 300.0 300.0 300.0 300.0 300.0 1.19e+01 1.11e+01 9.74e+00 1.01e+01 1.42e+01 9.29e+00
20.0 20.0 20.0 20.0 20.0 20.0 85.0 85.0 85.0 85.0 85.0 85.0 400.0 400.0 400.0 400.0 400.0 400.0 1.21e+01 1.40e+01 1.10e+01 9.85e+00 1.20e+01 1.02e+01
25.0 25.0 25.0 25.0 25.0 25.0 85.0 85.0 85.0 85.0 85.0 85.0 500.0 500.0 500.0 500.0 500.0 500.0 1.19e+01 1.40e+01 1.35e+01 1.12e+01 1.19e+01 1.05e+01
35.0 35.0 35.0 35.0 35.0 35.0 85.0 85.0 85.0 85.0 85.0 85.0 700.0 700.0 700.0 700.0 700.0 700.0 1.33e+01 1.32e+01 1.17e+01 1.13e+01 1.36e+01 1.12e+01
45.0 45.0 45.0 45.0 45.0 45.0 85.0 85.0 85.0 85.0 85.0 85.0 900.0 900.0 900.0 900.0 900.0 900.0 1.41e+01 1.23e+01 1.09e+01 1.14e+01 1.31e+01 1.28e+01
55.0 55.0 55.0 55.0 55.0 55.0 85.0 85.0 85.0 85.0 85.0 85.0 1100.0 1100.0 1100.0 1100.0 255.2 1100.0 1.36e+01 1.18e+01 1.18e+01 1.31e+01 3.05e+00 1.31e+01
65.0 65.0 65.0 65.0 65.0 65.0 85.0 85.0 85.0 85.0 85.0 85.0 1300.0 1300.0 1300.0 1300.0 1300.0 1300.0 1.42e+01 1.16e+01 1.09e+01 1.36e+01 1.27e+01 1.25e+01
75.0 75.0 75.0 75.0 75.0 75.0 85.0 85.0 85.0 85.0 85.0 85.0 475.8 475.8 475.8 348.0 475.8 475.8 4.52e+00 3.61e+00 3.32e+00 3.12e+00 3.80e+00 3.69e+00
85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 208.8 178.0 208.8 178.0 249.9 249.9 1.75e+00 1.24e+00 1.39e+00 1.39e+00 1.75e+00 1.66e+00
95.0 95.0 95.0 95.0 95.0 95.0 85.0 85.0 85.0 85.0 85.0 85.0 151.1 119.4 133.7 119.4 133.7 151.1 1.15e+00 7.88e-01 8.23e-01 8.41e-01 8.28e-01 9.33e-01
105.0 105.0 105.0 105.0 105.0 105.0 85.0 85.0 85.0 85.0 85.0 85.0 97.3 88.8 97.3 81.3 88.8 107.2 6.70e-01 5.38e-01 5.25e-01 5.26e-01 5.07e-01 5.73e-01
115.0 115.0 115.0 115.0 115.0 115.0 85.0 85.0 85.0 85.0 85.0 85.0 69.6 69.6 69.6 64.4 64.4 81.8 4.19e-01 4.09e-01 3.39e-01 3.67e-01 3.49e-01 3.99e-01
125.0 125.0 125.0 125.0 125.0 125.0 85.0 85.0 85.0 85.0 85.0 85.0 64.9 60.3 56.2 56.2 56.2 64.9 3.51e-01 2.88e-01 2.64e-01 3.02e-01 2.79e-01 2.92e-01
150.0 150.0 150.0 150.0 150.0 150.0 85.0 85.0 85.0 85.0 85.0 85.0 5.3 40.4 42.7 40.4 42.7 10.8 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
175.0 175.0 175.0 175.0 175.0 175.0 85.0 85.0 85.0 85.0 85.0 85.0 32.9 30.6 26.9 25.3 26.1 31.7 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
200.0 200.0 200.0 200.0 200.0 200.0 85.0 85.0 85.0 85.0 85.0 85.0 16.8 16.8 18.7 16.2 16.5 20.6 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
225.0 225.0 225.0 225.0 225.0 225.0 85.0 85.0 85.0 85.0 85.0 85.0 11.8 11.1 13.0 10.9 11.0 12.3 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
250.0 250.0 250.0 250.0 250.0 250.0 85.0 85.0 85.0 85.0 85.0 85.0 8.4 8.6 10.5 9.6 8.6 9.6 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
275.0 275.0 275.0 275.0 275.0 275.0 85.0 85.0 85.0 85.0 85.0 85.0 6.7 7.1 8.4 8.0 7.1 7.6 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
300.0 300.0 300.0 300.0 300.0 300.0 85.0 85.0 85.0 85.0 85.0 85.0 5.8 5.9 6.6 6.7 5.9 6.2 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
5.0 5.0 5.0 5.0 5.0 5.0 95.0 95.0 95.0 95.0 95.0 95.0 100.0 100.0 100.0 100.0 100.0 100.0 1.27e+01 1.54e+01 1.73e+01 1.63e+01 3.73e+01 2.43e+01
10.0 10.0 10.0 10.0 10.0 10.0 95.0 95.0 95.0 95.0 95.0 95.0 200.0 200.0 200.0 200.0 200.0 200.0 1.31e+01 1.40e+01 1.70e+01 1.48e+01 7.32e+00 9.79e+00
15.0 15.0 15.0 15.0 15.0 15.0 95.0 95.0 95.0 95.0 95.0 95.0 300.0 300.0 300.0 300.0 300.0 300.0 1.41e+01 1.52e+01 1.52e+01 1.72e+01 9.43e+00 7.54e+00
20.0 20.0 20.0 20.0 20.0 20.0 95.0 95.0 95.0 95.0 95.0 95.0 195.1 400.0 400.0 400.0 400.0 400.0 6.72e+00 1.35e+01 1.39e+01 1.16e+01 8.67e+00 8.64e+00
25.0 25.0 25.0 25.0 25.0 25.0 95.0 95.0 95.0 95.0 95.0 95.0 500.0 500.0 500.0 500.0 500.0 500.0 1.44e+01 1.25e+01 1.42e+01 1.24e+01 8.72e+00 1.27e+01
35.0 35.0 35.0 35.0 35.0 35.0 95.0 95.0 95.0 95.0 95.0 95.0 700.0 700.0 700.0 700.0 700.0 700.0 1.42e+01 1.52e+01 1.19e+01 1.30e+01 9.17e+00 1.14e+01
45.0 45.0 45.0 45.0 45.0 45.0 95.0 95.0 95.0 95.0 95.0 95.0 900.0 900.0 900.0 27.2 900.0 900.0 1.31e+01 1.21e+01 1.13e+01 5.10e-01 1.01e+01 1.03e+01
55.0 55.0 55.0 55.0 55.0 55.0 95.0 95.0 95.0 95.0 95.0 95.0 1100.0 1100.0 1100.0 1100.0 1100.0 1100.0 1.38e+01 1.35e+01 1.12e+01 1.38e+01 1.03e+01 1.03e+01
65.0 65.0 65.0 65.0 65.0 65.0 95.0 95.0 95.0 95.0 95.0 95.0 1300.0 1300.0 1300.0 1300.0 1300.0 1300.0 1.37e+01 1.35e+01 1.12e+01 1.15e+01 1.08e+01 1.06e+01
75.0 75.0 75.0 75.0 75.0 75.0 95.0 95.0 95.0 95.0 95.0 95.0 348.0 348.0 475.8 348.0 475.8 45.4 3.44e+00 3.01e+00 3.41e+00 3.04e+00 3.77e+00 3.89e-01
85.0 85.0 85.0 85.0 85.0 85.0 95.0 95.0 95.0 95.0 95.0 95.0 154.2 249.9 249.9 178.0 208.8 208.8 1.33e+00 1.77e+00 1.58e+00 1.32e+00 1.58e+00 1.52e+00
95.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 133.7 133.7 119.4 107.3 133.7 133.7 9.52e-01 8.33e-01 7.38e-01 7.21e-01 8.84e-01 8.81e-01
105.0 105.0 105.0 105.0 105.0 105.0 95.0 95.0 95.0 95.0 95.0 95.0 88.8 88.8 88.8 88.8 97.3 97.3 5.84e-01 5.05e-01 4.97e-01 5.43e-01 5.58e-01 5.59e-01
115.0 115.0 115.0 115.0 115.0 115.0 95.0 95.0 95.0 95.0 95.0 95.0 69.6 69.6 69.6 69.6 69.6 69.6 4.09e-01 3.70e-01 3.47e-01 3.54e-01 3.92e-01 3.64e-01
125.0 125.0 125.0 125.0 125.0 125.0 95.0 95.0 95.0 95.0 95.0 95.0 60.3 1.2 60.3 5.8 60.3 60.3 3.17e-01 1.00e+00 2.84e-01 1.00e+00 2.94e-01 2.84e-01
150.0 150.0 150.0 150.0 150.0 150.0 95.0 95.0 95.0 95.0 95.0 95.0 40.4 9.3 45.2 40.4 42.7 42.7 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
175.0 175.0 175.0 175.0 175.0 175.0 95.0 95.0 95.0 95.0 95.0 95.0 24.6 25.3 29.6 26.1 26.9 31.7 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
200.0 200.0 200.0 200.0 200.0 200.0 95.0 95.0 95.0 95.0 95.0 95.0 17.1 16.0 16.2 9.9 15.7 18.3 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
225.0 225.0 225.0 225.0 225.0 225.0 95.0 95.0 95.0 95.0 95.0 95.0 11.0 11.5 10.7 10.9 10.8 11.6 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
250.0 250.0 250.0 250.0 250.0 250.0 95.0 95.0 95.0 95.0 95.0 95.0 8.3 8.8 9.0 8.9 8.2 9.4 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
275.0 275.0 275.0 275.0 275.0 275.0 95.0 95.0 95.0 95.0 95.0 95.0 6.9 7.0 8.3 7.7 6.8 7.5 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
300.0 300.0 300.0 300.0 300.0 300.0 95.0 95.0 95.0 95.0 95.0 95.0 5.9 6.1 6.8 6.3 5.3 6.4 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
