# Scenario Kshort
# 1,2,3,4,5,61,2,3,4,5,61,2,3,4,5,61,2,3,4,5,61,2,3,4,5,61,2,3,4,5,6
# Xs, Xs, Xs, Xs, Xs, Xs, Ys, Ys, Ys, Ys, Ys, Ys, Vs, Vs, Vs, Vs, Vs, Vs, betafit, betafit, betafit, betafit, betafit, betafit, 
# 
55.0 55.0 55.0 55.0 55.0 55.0 55.0 55.0 55.0 55.0 55.0 55.0 1100.0 1100.0 1100.0 1100.0 1100.0 1100.0 1.68e+01 8.98e+00 1.83e+01 9.64e+00 1.11e+01 5.03e+00
65.0 65.0 65.0 65.0 65.0 65.0 55.0 55.0 55.0 55.0 55.0 55.0 1300.0 1300.0 1300.0 1300.0 1300.0 1300.0 1.79e+01 3.50e+01 1.11e+01 9.84e+00 3.00e+01 4.20e+00
75.0 75.0 75.0 75.0 75.0 75.0 55.0 55.0 55.0 55.0 55.0 55.0 1500.0 1500.0 271.5 475.8 3.8 1500.0 1.55e+01 2.61e+01 2.75e+00 3.43e+00 1.00e+00 4.62e+00
85.0 85.0 85.0 85.0 85.0 85.0 55.0 55.0 55.0 55.0 55.0 55.0 539.3 1700.0 178.0 208.8 1700.0 1700.0 4.80e+00 9.86e+00 1.45e+00 1.42e+00 9.07e+00 5.05e+00
95.0 95.0 95.0 95.0 95.0 95.0 55.0 55.0 55.0 55.0 55.0 55.0 199.0 96.9 133.7 107.3 440.8 926.8 1.71e+00 9.68e-01 7.97e-01 7.97e-01 2.16e+00 2.57e+00
105.0 105.0 105.0 105.0 105.0 105.0 55.0 55.0 55.0 55.0 55.0 55.0 131.9 257.9 74.6 81.3 54.5 25.5 8.72e-01 9.10e-01 4.91e-01 6.18e-01 3.57e-01 1.48e-01
115.0 115.0 115.0 115.0 115.0 115.0 55.0 55.0 55.0 55.0 55.0 55.0 106.6 129.8 64.4 59.7 208.6 338.1 6.91e-01 5.53e-01 4.22e-01 3.67e-01 1.05e+00 8.90e-01
125.0 125.0 125.0 125.0 125.0 125.0 55.0 55.0 55.0 55.0 55.0 55.0 81.9 96.7 52.4 48.9 115.9 226.7 4.20e-01 4.89e-01 3.11e-01 2.99e-01 6.24e-01 4.79e-01
150.0 150.0 150.0 150.0 150.0 150.0 55.0 55.0 55.0 55.0 55.0 55.0 58.7 54.9 2.6 42.7 62.9 116.1 2.59e-01 2.11e-01 1.00e+00 1.00e+00 3.94e-01 2.58e-01
175.0 175.0 175.0 175.0 175.0 175.0 55.0 55.0 55.0 55.0 55.0 55.0 52.8 52.8 34.2 19.6 2.3 78.6 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 2.47e-01
200.0 200.0 200.0 200.0 200.0 200.0 55.0 55.0 55.0 55.0 55.0 55.0 46.3 37.6 26.6 16.2 37.6 56.9 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
225.0 225.0 225.0 225.0 225.0 225.0 55.0 55.0 55.0 55.0 55.0 55.0 29.9 27.7 16.9 1.5 22.2 44.0 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
250.0 250.0 250.0 250.0 250.0 250.0 55.0 55.0 55.0 55.0 55.0 55.0 19.4 14.8 11.7 11.0 15.5 30.1 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
275.0 275.0 275.0 275.0 275.0 275.0 55.0 55.0 55.0 55.0 55.0 55.0 15.5 10.2 7.8 10.5 11.6 6.1 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
300.0 300.0 300.0 300.0 300.0 300.0 55.0 55.0 55.0 55.0 55.0 55.0 7.8 8.8 9.5 8.3 11.3 16.9 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
5.0 5.0 5.0 5.0 5.0 5.0 65.0 65.0 65.0 65.0 65.0 65.0 100.0 100.0 100.0 100.0 100.0 100.0 4.77e+00 3.47e+01 1.07e+01 2.67e+01 6.23e+00 4.81e+00
10.0 10.0 10.0 10.0 10.0 10.0 65.0 65.0 65.0 65.0 65.0 65.0 200.0 200.0 200.0 200.0 200.0 200.0 6.42e+00 3.78e+01 1.10e+01 1.03e+01 7.06e+00 4.33e+00
15.0 15.0 15.0 15.0 15.0 15.0 65.0 65.0 65.0 65.0 65.0 65.0 300.0 300.0 300.0 300.0 300.0 300.0 7.49e+00 4.39e+01 1.09e+01 8.62e+00 1.20e+01 4.16e+00
20.0 20.0 20.0 20.0 20.0 20.0 65.0 65.0 65.0 65.0 65.0 65.0 400.0 400.0 400.0 400.0 2.4 400.0 7.51e+00 2.60e+01 8.86e+00 6.84e+00 1.02e-01 5.78e+00
25.0 25.0 25.0 25.0 25.0 25.0 65.0 65.0 65.0 65.0 65.0 65.0 500.0 500.0 500.0 500.0 500.0 500.0 6.38e+00 1.75e+01 8.22e+00 6.14e+00 1.44e+01 8.26e+00
35.0 35.0 35.0 35.0 35.0 35.0 65.0 65.0 65.0 65.0 65.0 65.0 700.0 700.0 700.0 700.0 700.0 700.0 7.73e+00 2.40e+01 1.03e+01 1.59e+01 1.57e+01 6.43e+00
45.0 45.0 45.0 45.0 45.0 45.0 65.0 65.0 65.0 65.0 65.0 65.0 439.0 900.0 900.0 900.0 900.0 900.0 4.24e+00 2.86e+01 1.43e+01 9.90e+00 1.75e+01 4.83e+00
55.0 55.0 55.0 55.0 55.0 55.0 65.0 65.0 65.0 65.0 65.0 65.0 161.7 1100.0 1100.0 1100.0 1100.0 1100.0 1.37e+00 1.64e+01 1.57e+01 1.08e+01 9.90e+00 4.92e+00
65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 65.0 1300.0 1300.0 1300.0 1300.0 1300.0 1300.0 8.45e+00 4.44e+00 1.28e+01 1.27e+01 8.96e+00 6.73e+00
75.0 75.0 75.0 75.0 75.0 75.0 65.0 65.0 65.0 65.0 65.0 65.0 731.7 1500.0 731.7 4.9 731.7 1500.0 5.45e+00 5.01e+00 5.22e+00 1.00e+00 5.46e+00 7.17e+00
85.0 85.0 85.0 85.0 85.0 85.0 65.0 65.0 65.0 65.0 65.0 65.0 539.3 1700.0 249.9 249.9 394.4 1700.0 3.83e+00 5.70e+00 1.57e+00 1.75e+00 3.03e+00 1.16e+01
95.0 95.0 95.0 95.0 95.0 95.0 65.0 65.0 65.0 65.0 65.0 65.0 343.9 602.7 133.7 151.1 96.9 926.8 2.79e+00 2.42e+00 8.60e-01 8.52e-01 4.69e-01 6.90e+00
105.0 105.0 105.0 105.0 105.0 105.0 65.0 65.0 65.0 65.0 65.0 65.0 190.4 308.7 47.2 88.8 167.0 487.2 1.07e+00 9.37e-01 2.96e-01 5.48e-01 7.31e-01 2.78e+00
115.0 115.0 115.0 115.0 115.0 115.0 65.0 65.0 65.0 65.0 65.0 65.0 69.6 208.6 89.0 75.3 97.2 282.5 3.70e-01 6.10e-01 5.80e-01 4.48e-01 4.86e-01 1.31e+00
125.0 125.0 125.0 125.0 125.0 125.0 65.0 65.0 65.0 65.0 65.0 65.0 96.7 127.6 70.0 33.6 105.7 176.0 5.67e-01 4.14e-01 4.07e-01 1.00e+00 5.72e-01 8.00e-01
150.0 150.0 150.0 150.0 150.0 150.0 65.0 65.0 65.0 65.0 65.0 65.0 51.4 77.9 51.4 51.4 36.4 126.8 2.91e-01 2.11e-01 2.11e-01 2.38e-01 1.00e+00 2.52e-01
175.0 175.0 175.0 175.0 175.0 175.0 65.0 65.0 65.0 65.0 65.0 65.0 35.6 3.0 38.7 34.2 35.6 84.5 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 2.47e-01
200.0 200.0 200.0 200.0 200.0 200.0 65.0 65.0 65.0 65.0 65.0 65.0 46.3 46.3 2.5 17.4 23.5 64.2 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
225.0 225.0 225.0 225.0 225.0 225.0 65.0 65.0 65.0 65.0 65.0 65.0 31.6 22.7 22.7 11.5 17.7 42.3 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
250.0 250.0 250.0 250.0 250.0 250.0 65.0 65.0 65.0 65.0 65.0 65.0 16.8 11.2 17.2 12.7 6.8 34.2 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
275.0 275.0 275.0 275.0 275.0 275.0 65.0 65.0 65.0 65.0 65.0 65.0 13.4 8.7 12.1 9.7 14.1 25.2 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
300.0 300.0 300.0 300.0 300.0 300.0 65.0 65.0 65.0 65.0 65.0 65.0 11.3 8.0 9.9 7.3 10.6 5.2 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
5.0 5.0 5.0 5.0 5.0 5.0 75.0 75.0 75.0 75.0 75.0 75.0 100.0 100.0 100.0 100.0 100.0 100.0 8.89e+00 3.77e+01 4.46e+01 3.10e+00 1.04e+01 1.49e+01
10.0 10.0 10.0 10.0 10.0 10.0 75.0 75.0 75.0 75.0 75.0 75.0 200.0 200.0 200.0 200.0 200.0 200.0 1.06e+01 3.06e+01 2.73e+01 3.91e+00 8.98e+00 1.44e+01
15.0 15.0 15.0 15.0 15.0 15.0 75.0 75.0 75.0 75.0 75.0 75.0 300.0 300.0 300.0 300.0 300.0 300.0 8.27e+00 1.75e+01 3.44e+01 4.77e+00 8.50e+00 1.32e+01
20.0 20.0 20.0 20.0 20.0 20.0 75.0 75.0 75.0 75.0 75.0 75.0 400.0 400.0 400.0 400.0 400.0 400.0 8.47e+00 3.56e+01 3.17e+01 5.38e+00 8.74e+00 1.52e+01
25.0 25.0 25.0 25.0 25.0 25.0 75.0 75.0 75.0 75.0 75.0 75.0 500.0 500.0 500.0 500.0 500.0 500.0 9.20e+00 3.51e+01 2.76e+01 8.08e+00 6.74e+00 8.08e+00
35.0 35.0 35.0 35.0 35.0 35.0 75.0 75.0 75.0 75.0 75.0 75.0 700.0 700.0 700.0 700.0 700.0 700.0 7.50e+00 1.90e+01 1.10e+01 1.19e+01 2.25e+01 5.08e+00
45.0 45.0 45.0 45.0 45.0 45.0 75.0 75.0 75.0 75.0 75.0 75.0 900.0 900.0 900.0 900.0 900.0 900.0 9.98e+00 2.35e+01 1.14e+01 1.53e+01 4.87e+01 7.58e+00
55.0 55.0 55.0 55.0 55.0 55.0 75.0 75.0 75.0 75.0 75.0 75.0 1100.0 28.6 255.2 1100.0 1100.0 1100.0 9.28e+00 6.12e-01 3.00e+00 1.48e+01 4.30e+01 1.03e+01
65.0 65.0 65.0 65.0 65.0 65.0 75.0 75.0 75.0 75.0 75.0 75.0 1300.0 1300.0 1300.0 235.3 73.4 4.2 6.96e+00 1.52e+01 1.07e+01 3.96e+00 1.46e+00 1.00e+00
75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 75.0 1500.0 1500.0 731.7 271.5 220.5 1500.0 6.81e+00 8.30e+00 4.23e+00 3.45e+00 3.97e+00 1.21e+01
85.0 85.0 85.0 85.0 85.0 85.0 75.0 75.0 75.0 75.0 75.0 75.0 65.8 1700.0 394.4 249.9 106.8 829.3 4.34e-01 5.06e+00 2.14e+00 2.56e+00 1.74e+00 4.51e+00
95.0 95.0 95.0 95.0 95.0 95.0 75.0 75.0 75.0 75.0 75.0 75.0 279.3 926.8 199.0 3.1 151.1 440.8 1.60e+00 2.51e+00 1.21e+00 1.00e+00 2.12e+00 2.05e+00
105.0 105.0 105.0 105.0 105.0 105.0 75.0 75.0 75.0 75.0 75.0 75.0 190.4 380.0 167.0 131.9 88.8 219.9 6.59e-01 1.06e+00 7.33e-01 8.25e-01 6.15e-01 9.60e-01
115.0 115.0 115.0 115.0 115.0 115.0 75.0 75.0 75.0 75.0 75.0 75.0 129.8 182.9 117.4 97.2 97.2 34.7 4.67e-01 5.20e-01 4.90e-01 5.19e-01 3.84e-01 1.62e-01
125.0 125.0 125.0 125.0 125.0 125.0 75.0 75.0 75.0 75.0 75.0 75.0 96.7 141.1 88.9 81.9 75.6 64.9 3.39e-01 3.74e-01 3.40e-01 3.90e-01 4.21e-01 2.49e-01
150.0 150.0 150.0 150.0 150.0 150.0 75.0 75.0 75.0 75.0 75.0 75.0 54.9 84.0 45.2 51.4 62.9 126.8 2.11e-01 2.55e-01 1.00e+00 2.11e-01 2.11e-01 2.50e-01
175.0 175.0 175.0 175.0 175.0 175.0 75.0 75.0 75.0 75.0 75.0 75.0 49.8 64.0 42.5 35.6 30.6 78.6 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 2.47e-01
200.0 200.0 200.0 200.0 200.0 200.0 75.0 75.0 75.0 75.0 75.0 75.0 51.1 44.3 17.7 28.1 2.5 56.9 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
225.0 225.0 225.0 225.0 225.0 225.0 75.0 75.0 75.0 75.0 75.0 75.0 30.8 23.2 24.7 19.5 12.3 52.1 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
250.0 250.0 250.0 250.0 250.0 250.0 75.0 75.0 75.0 75.0 75.0 75.0 5.2 9.9 17.0 12.6 2.0 45.3 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
275.0 275.0 275.0 275.0 275.0 275.0 75.0 75.0 75.0 75.0 75.0 75.0 11.8 10.1 9.7 8.3 11.5 30.2 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
300.0 300.0 300.0 300.0 300.0 300.0 75.0 75.0 75.0 75.0 75.0 75.0 4.5 7.5 8.0 1.9 9.2 22.2 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
5.0 5.0 5.0 5.0 5.0 5.0 85.0 85.0 85.0 85.0 85.0 85.0 100.0 100.0 100.0 100.0 100.0 100.0 1.46e+01 1.68e+01 2.37e+01 9.88e+00 3.43e+01 2.76e+01
10.0 10.0 10.0 10.0 10.0 10.0 85.0 85.0 85.0 85.0 85.0 85.0 200.0 200.0 200.0 200.0 200.0 200.0 1.12e+01 2.05e+01 2.05e+01 1.10e+01 3.24e+01 2.59e+01
15.0 15.0 15.0 15.0 15.0 15.0 85.0 85.0 85.0 85.0 85.0 85.0 300.0 300.0 300.0 300.0 300.0 300.0 1.32e+01 2.06e+01 2.67e+01 1.32e+01 3.32e+01 1.02e+01
20.0 20.0 20.0 20.0 20.0 20.0 85.0 85.0 85.0 85.0 85.0 85.0 400.0 400.0 400.0 400.0 400.0 400.0 1.51e+01 1.97e+01 1.96e+01 1.32e+01 3.27e+01 1.97e+01
25.0 25.0 25.0 25.0 25.0 25.0 85.0 85.0 85.0 85.0 85.0 85.0 500.0 500.0 500.0 500.0 500.0 500.0 1.34e+01 2.02e+01 1.92e+01 8.61e+00 3.22e+01 2.25e+01
35.0 35.0 35.0 35.0 35.0 35.0 85.0 85.0 85.0 85.0 85.0 85.0 700.0 700.0 700.0 700.0 700.0 700.0 1.20e+01 1.91e+01 1.75e+01 1.01e+01 2.00e+01 1.07e+01
45.0 45.0 45.0 45.0 45.0 45.0 85.0 85.0 85.0 85.0 85.0 85.0 900.0 900.0 285.5 900.0 900.0 900.0 1.32e+01 1.73e+01 4.88e+00 1.17e+01 1.67e+01 9.79e+00
55.0 55.0 55.0 55.0 55.0 55.0 85.0 85.0 85.0 85.0 85.0 85.0 1100.0 1100.0 1100.0 1100.0 1100.0 1100.0 1.34e+01 1.92e+01 1.01e+01 1.39e+01 1.96e+01 6.82e+00
65.0 65.0 65.0 65.0 65.0 65.0 85.0 85.0 85.0 85.0 85.0 85.0 1300.0 1.6 18.5 1300.0 634.1 1300.0 1.36e+01 1.00e+00 1.66e-01 1.16e+01 9.75e+00 8.64e+00
75.0 75.0 75.0 75.0 75.0 75.0 85.0 85.0 85.0 85.0 85.0 85.0 1500.0 1500.0 731.7 731.7 157.1 1500.0 1.44e+01 2.10e+01 6.19e+00 4.74e+00 2.24e+00 8.56e+00
85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 85.0 394.4 4.0 394.4 394.4 19.7 829.3 3.38e+00 1.00e+00 2.73e+00 2.12e+00 2.93e-01 5.15e+00
95.0 95.0 95.0 95.0 95.0 95.0 85.0 85.0 85.0 85.0 85.0 85.0 172.3 602.7 343.9 172.3 67.5 440.8 1.08e+00 5.41e+00 1.71e+00 9.03e-01 7.79e-01 2.25e+00
105.0 105.0 105.0 105.0 105.0 105.0 85.0 85.0 85.0 85.0 85.0 85.0 131.9 380.0 190.4 118.6 74.6 167.0 7.75e-01 2.85e+00 8.24e-01 5.55e-01 7.68e-01 8.27e-01
115.0 115.0 115.0 115.0 115.0 115.0 85.0 85.0 85.0 85.0 85.0 85.0 129.8 282.5 129.8 5.1 45.0 129.8 7.43e-01 1.30e+00 4.91e-01 1.00e+00 4.19e-01 5.67e-01
125.0 125.0 125.0 125.0 125.0 125.0 85.0 85.0 85.0 85.0 85.0 85.0 105.7 176.0 96.7 75.6 75.6 88.9 5.08e-01 7.52e-01 3.60e-01 3.18e-01 6.45e-01 4.25e-01
150.0 150.0 150.0 150.0 150.0 150.0 85.0 85.0 85.0 85.0 85.0 85.0 72.4 90.7 42.7 48.1 54.9 106.6 2.11e-01 3.73e-01 1.00e+00 1.00e+00 2.89e-01 3.78e-01
175.0 175.0 175.0 175.0 175.0 175.0 85.0 85.0 85.0 85.0 85.0 85.0 64.0 56.2 47.1 44.7 31.7 84.5 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 2.47e-01
200.0 200.0 200.0 200.0 200.0 200.0 85.0 85.0 85.0 85.0 85.0 85.0 42.4 25.3 28.1 24.6 19.0 68.5 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
225.0 225.0 225.0 225.0 225.0 225.0 85.0 85.0 85.0 85.0 85.0 85.0 33.5 1.9 28.4 19.5 15.1 64.0 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
250.0 250.0 250.0 250.0 250.0 250.0 85.0 85.0 85.0 85.0 85.0 85.0 21.3 12.9 16.5 13.6 10.2 47.0 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
275.0 275.0 275.0 275.0 275.0 275.0 85.0 85.0 85.0 85.0 85.0 85.0 14.2 11.4 11.5 7.4 8.0 22.0 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
300.0 300.0 300.0 300.0 300.0 300.0 85.0 85.0 85.0 85.0 85.0 85.0 11.1 7.3 9.6 5.9 7.3 17.9 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
5.0 5.0 5.0 5.0 5.0 5.0 95.0 95.0 95.0 95.0 95.0 95.0 100.0 100.0 100.0 100.0 100.0 100.0 1.89e+01 1.17e+01 1.05e+01 1.31e+01 2.50e+01 6.16e+00
10.0 10.0 10.0 10.0 10.0 10.0 95.0 95.0 95.0 95.0 95.0 95.0 200.0 200.0 200.0 200.0 200.0 200.0 1.99e+01 9.39e+00 1.64e+01 1.50e+01 1.76e+01 7.78e+00
15.0 15.0 15.0 15.0 15.0 15.0 95.0 95.0 95.0 95.0 95.0 95.0 300.0 300.0 300.0 300.0 300.0 300.0 1.96e+01 1.24e+01 6.82e+00 1.93e+01 1.38e+01 9.40e+00
20.0 20.0 20.0 20.0 20.0 20.0 95.0 95.0 95.0 95.0 95.0 95.0 400.0 400.0 400.0 49.1 400.0 400.0 1.91e+01 1.31e+01 6.49e+00 2.59e+00 1.43e+01 1.55e+01
25.0 25.0 25.0 25.0 25.0 25.0 95.0 95.0 95.0 95.0 95.0 95.0 500.0 500.0 500.0 500.0 500.0 500.0 1.69e+01 1.54e+01 7.78e+00 1.66e+01 1.51e+01 2.23e+01
35.0 35.0 35.0 35.0 35.0 35.0 95.0 95.0 95.0 95.0 95.0 95.0 700.0 700.0 700.0 700.0 700.0 700.0 1.42e+01 1.61e+01 1.13e+01 1.36e+01 1.80e+01 2.10e+01
45.0 45.0 45.0 45.0 45.0 45.0 95.0 95.0 95.0 95.0 95.0 95.0 900.0 900.0 900.0 900.0 900.0 900.0 1.12e+01 2.61e+01 1.31e+01 1.18e+01 1.68e+01 1.69e+01
55.0 55.0 55.0 55.0 55.0 55.0 95.0 95.0 95.0 95.0 95.0 95.0 1100.0 42.6 1100.0 199.1 1100.0 87.5 1.11e+01 8.75e-01 9.31e+00 1.91e+00 1.25e+01 1.37e+00
65.0 65.0 65.0 65.0 65.0 65.0 95.0 95.0 95.0 95.0 95.0 95.0 1300.0 42.6 1300.0 1300.0 1300.0 1300.0 1.03e+01 8.84e-01 1.05e+01 1.04e+01 1.28e+01 1.37e+01
75.0 75.0 75.0 75.0 75.0 75.0 95.0 95.0 95.0 95.0 95.0 95.0 731.7 475.8 348.0 475.8 271.5 1500.0 4.88e+00 5.43e+00 2.71e+00 5.67e+00 2.45e+00 1.54e+01
85.0 85.0 85.0 85.0 85.0 85.0 95.0 95.0 95.0 95.0 95.0 95.0 394.4 307.7 208.8 178.0 119.7 539.3 2.16e+00 3.95e+00 1.46e+00 1.47e+00 9.67e-01 5.13e+00
95.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 95.0 199.0 28.6 4.1 119.4 67.5 233.4 9.55e-01 2.67e-01 1.00e+00 8.79e-01 5.82e-01 2.07e+00
105.0 105.0 105.0 105.0 105.0 105.0 95.0 95.0 95.0 95.0 95.0 95.0 118.6 50.7 167.0 68.8 50.7 41.1 5.25e-01 4.99e-01 1.02e+00 7.08e-01 4.67e-01 3.57e-01
115.0 115.0 115.0 115.0 115.0 115.0 95.0 95.0 95.0 95.0 95.0 95.0 97.2 161.9 129.8 64.4 21.6 97.2 4.04e-01 1.36e+00 6.46e-01 7.02e-01 1.00e+00 7.86e-01
125.0 125.0 125.0 125.0 125.0 125.0 95.0 95.0 95.0 95.0 95.0 95.0 75.6 176.0 105.7 70.0 48.9 75.6 3.10e-01 1.07e+00 4.42e-01 4.97e-01 3.79e-01 5.89e-01
150.0 150.0 150.0 150.0 150.0 150.0 95.0 95.0 95.0 95.0 95.0 95.0 84.0 90.7 72.4 54.9 48.1 77.9 2.51e-01 4.52e-01 2.33e-01 2.11e-01 1.00e+00 3.72e-01
175.0 175.0 175.0 175.0 175.0 175.0 95.0 95.0 95.0 95.0 95.0 95.0 64.0 52.8 49.8 40.5 42.5 78.6 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 3.45e-01
200.0 200.0 200.0 200.0 200.0 200.0 95.0 95.0 95.0 95.0 95.0 95.0 42.4 33.8 40.7 13.4 31.7 64.2 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
225.0 225.0 225.0 225.0 225.0 225.0 95.0 95.0 95.0 95.0 95.0 95.0 18.9 19.9 18.3 14.5 18.3 5.5 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
250.0 250.0 250.0 250.0 250.0 250.0 95.0 95.0 95.0 95.0 95.0 95.0 20.3 15.0 13.4 9.9 11.6 31.6 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
275.0 275.0 275.0 275.0 275.0 275.0 95.0 95.0 95.0 95.0 95.0 95.0 16.3 9.7 12.8 8.8 7.4 22.0 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
300.0 300.0 300.0 300.0 300.0 300.0 95.0 95.0 95.0 95.0 95.0 95.0 12.1 7.2 10.7 7.1 5.8 16.4 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00 1.00e+00
